data/nyu2_train/bookstore_0001i_out/69.jpg,data/nyu2_train/bookstore_0001i_out/69.png
data/nyu2_train/dining_room_0024_out/261.jpg,data/nyu2_train/dining_room_0024_out/261.png
data/nyu2_train/bedroom_0051_out/80.jpg,data/nyu2_train/bedroom_0051_out/80.png
data/nyu2_train/living_room_0020_out/129.jpg,data/nyu2_train/living_room_0020_out/129.png
data/nyu2_train/reception_room_0002_out/5.jpg,data/nyu2_train/reception_room_0002_out/5.png
data/nyu2_train/dining_room_0037_out/95.jpg,data/nyu2_train/dining_room_0037_out/95.png
data/nyu2_train/nyu_office_0_out/214.jpg,data/nyu2_train/nyu_office_0_out/214.png
data/nyu2_train/kitchen_0045a_out/49.jpg,data/nyu2_train/kitchen_0045a_out/49.png
data/nyu2_train/living_room_0058_out/59.jpg,data/nyu2_train/living_room_0058_out/59.png
data/nyu2_train/furniture_store_0002b_out/30.jpg,data/nyu2_train/furniture_store_0002b_out/30.png
data/nyu2_train/kitchen_0033_out/273.jpg,data/nyu2_train/kitchen_0033_out/273.png
data/nyu2_train/bathroom_0001_out/3.jpg,data/nyu2_train/bathroom_0001_out/3.png
data/nyu2_train/furniture_store_0002a_out/274.jpg,data/nyu2_train/furniture_store_0002a_out/274.png
data/nyu2_train/bookstore_0001f_out/66.jpg,data/nyu2_train/bookstore_0001f_out/66.png
data/nyu2_train/kitchen_0028a_out/65.jpg,data/nyu2_train/kitchen_0028a_out/65.png
data/nyu2_train/home_office_0011_out/113.jpg,data/nyu2_train/home_office_0011_out/113.png
data/nyu2_train/dining_room_0004_out/163.jpg,data/nyu2_train/dining_room_0004_out/163.png
data/nyu2_train/furniture_store_0002b_out/232.jpg,data/nyu2_train/furniture_store_0002b_out/232.png
data/nyu2_train/office_0011_out/11.jpg,data/nyu2_train/office_0011_out/11.png
data/nyu2_train/living_room_0019_out/90.jpg,data/nyu2_train/living_room_0019_out/90.png
data/nyu2_train/kitchen_0049_out/277.jpg,data/nyu2_train/kitchen_0049_out/277.png
data/nyu2_train/living_room_0069a_out/152.jpg,data/nyu2_train/living_room_0069a_out/152.png
data/nyu2_train/dining_room_0007_out/92.jpg,data/nyu2_train/dining_room_0007_out/92.png
data/nyu2_train/classroom_0012_out/37.jpg,data/nyu2_train/classroom_0012_out/37.png
data/nyu2_train/office_0026_out/242.jpg,data/nyu2_train/office_0026_out/242.png
data/nyu2_train/living_room_0020_out/138.jpg,data/nyu2_train/living_room_0020_out/138.png
data/nyu2_train/dining_room_0023_out/54.jpg,data/nyu2_train/dining_room_0023_out/54.png
data/nyu2_train/bedroom_0074_out/41.jpg,data/nyu2_train/bedroom_0074_out/41.png
data/nyu2_train/bathroom_0006_out/45.jpg,data/nyu2_train/bathroom_0006_out/45.png
data/nyu2_train/kitchen_0031_out/183.jpg,data/nyu2_train/kitchen_0031_out/183.png
data/nyu2_train/dining_room_0019_out/241.jpg,data/nyu2_train/dining_room_0019_out/241.png
data/nyu2_train/living_room_0069b_out/17.jpg,data/nyu2_train/living_room_0069b_out/17.png
data/nyu2_train/kitchen_0029c_out/162.jpg,data/nyu2_train/kitchen_0029c_out/162.png
data/nyu2_train/furniture_store_0002b_out/72.jpg,data/nyu2_train/furniture_store_0002b_out/72.png
